Name,Phone Number,Email,Credit Score,Age Group,Family Background,Income,Comments,Occupation,Lead Intent
User308,+91-3784421393,user308@gmail.com,304,36–50,Single,216894,urgent,Student,0
User309,+91-3345657088,user309@test.com,402,18–25,Married with Kids,258987,price too high,Student,0
User310,+91-7812543390,user310@gmail.com,495,26–35,Married,495924,not urgent,Business Owner,1
User311,+91-1852795634,user311@outlook.com,649,26–35,Married,531965,not interested,Sales Executive,1
User312,+91-0014566181,user312@outlook.com,346,51+,Married with Kids,144989,price too high,Software Engineer,1
User313,+91-4693627691,user313@outlook.com,568,36–50,Married with Kids,908538,need more info,Teacher,1
User314,+91-8893444805,user314@test.com,669,36–50,Married,903563,,Business Owner,0
User315,+91-0675654184,user315@gmail.com,405,51+,Married,932985,price too high,Lawyer,0
User316,+91-4367551003,user316@outlook.com,419,26–35,Married with Kids,106553,interested,Retired,0
User317,+91-5245041838,user317@gmail.com,357,26–35,Married with Kids,642169,urgent,Doctor,1
User318,+91-3970380846,user318@test.com,645,51+,Married with Kids,101379,urgent,Lawyer,0
User319,+91-5023047899,user319@gmail.com,773,36–50,Married with Kids,452935,budget approved,Doctor,1
User320,+91-6349016920,user320@outlook.com,416,51+,Single,467808,interested,Business Owner,0
User321,+91-4432928729,user321@outlook.com,426,51+,Married,169306,urgent,Teacher,0
User322,+91-4182997508,user322@test.com,692,18–25,Married with Kids,512942,,Teacher,0
User323,+91-6529900995,user323@gmail.com,357,51+,Married,343825,,Teacher,0
User324,+91-2081986725,user324@gmail.com,812,26–35,Married with Kids,527530,follow up next week,Lawyer,0
User325,+91-1118866392,user325@test.com,395,51+,Single,611030,follow up next week,Student,1
User326,+91-2879084291,user326@test.com,417,36–50,Married,728800,need more info,Student,1
User327,+91-2436445377,user327@gmail.com,787,36–50,Single,378494,not interested,Student,1
User328,+91-5966469051,user328@test.com,536,26–35,Married,600395,call me now,Student,1
User329,+91-2464205817,user329@yahoo.com,571,36–50,Single,199599,follow up next week,Business Owner,0
User330,+91-5418557071,user330@yahoo.com,488,51+,Married with Kids,705685,follow up next week,Sales Executive,0
User331,+91-9559502233,user331@outlook.com,746,26–35,Married with Kids,441653,not urgent,Business Owner,0
User332,+91-4379031840,user332@test.com,546,36–50,Single,642057,need more info,AccountantCivil Engineer,0
User333,+91-4740544007,user333@gmail.com,375,51+,Married with Kids,802609,follow up next week,Student,0
User334,+91-9119247974,user334@gmail.com,453,36–50,Single,725872,not interested,Teacher,0
User335,+91-1226389462,user335@outlook.com,734,18–25,Single,408509,not urgent,AccountantCivil Engineer,1
User336,+91-3349187973,user336@gmail.com,385,36–50,Married,412329,price too high,Business Owner,0
User337,+91-2326264770,user337@yahoo.com,584,26–35,Single,758146,interested,Retired,0
User338,+91-3956829867,user338@outlook.com,519,51+,Married,855897,budget approved,Software Engineer,1
User339,+91-1922602110,user339@outlook.com,368,51+,Single,226525,budget approved,Retired,1
User340,+91-1786536864,user340@yahoo.com,346,26–35,Married,494836,interested,Doctor,1
User341,+91-5528231823,user341@yahoo.com,393,18–25,Married,660591,not interested,Software Engineer,0
User342,+91-9664172903,user342@yahoo.com,752,51+,Married with Kids,119589,follow up next week,Business Owner,1
User343,+91-6302652437,user343@yahoo.com,503,26–35,Married,365026,budget approved,Doctor,0
User344,+91-2251636753,user344@test.com,517,36–50,Married,280394,call me now,Student,1
User345,+91-3200036547,user345@test.com,773,18–25,Single,753524,urgent,Teacher,1
User346,+91-0781219944,user346@gmail.com,731,26–35,Married,517740,urgent,Lawyer,0
User347,+91-3705926635,user347@test.com,640,36–50,Married with Kids,896177,not interested,Teacher,0
User348,+91-0135544536,user348@yahoo.com,850,51+,Single,115861,budget approved,Lawyer,1
User349,+91-2282947163,user349@gmail.com,588,51+,Married,715995,,Software Engineer,0
User350,+91-1605789833,user350@yahoo.com,553,18–25,Single,416405,price too high,AccountantCivil Engineer,1
User351,+91-2462660420,user351@gmail.com,656,36–50,Single,879331,need more info,Doctor,0
User352,+91-0621550451,user352@test.com,322,26–35,Single,758197,follow up next week,Retired,0
User353,+91-2771303803,user353@outlook.com,821,51+,Single,436279,need more info,Lawyer,0
User354,+91-3363464753,user354@yahoo.com,399,26–35,Single,678668,price too high,Sales Executive,1
User355,+91-8713081889,user355@test.com,479,26–35,Married,972521,interested,Retired,1
User356,+91-1420391866,user356@yahoo.com,522,26–35,Single,729313,not interested,Teacher,1
User357,+91-2983428222,user357@test.com,741,18–25,Single,805191,urgent,Business Owner,1
User358,+91-7349676534,user358@test.com,624,26–35,Married with Kids,320421,interested,Doctor,1
User359,+91-3603904537,user359@gmail.com,815,18–25,Married with Kids,344497,call me now,Software Engineer,1
User360,+91-4540381151,user360@yahoo.com,315,18–25,Single,784880,price too high,Retired,0
User361,+91-6714840390,user361@outlook.com,635,36–50,Married,522757,follow up next week,Retired,0
User362,+91-8986332572,user362@outlook.com,557,51+,Married with Kids,144397,not urgent,Lawyer,1
User363,+91-6739268505,user363@test.com,796,26–35,Married with Kids,963517,not urgent,Retired,1
User364,+91-8458056827,user364@gmail.com,459,36–50,Single,950297,price too high,Business Owner,0
User365,+91-1021671841,user365@test.com,774,36–50,Married,942388,follow up next week,Lawyer,1
User366,+91-1841976714,user366@test.com,679,36–50,Married,520669,interested,Teacher,0
User367,+91-2993702020,user367@gmail.com,844,36–50,Married with Kids,555561,,AccountantCivil Engineer,1
User368,+91-3148408003,user368@gmail.com,726,36–50,Married with Kids,987159,,Student,1
User369,+91-4739205581,user369@gmail.com,567,26–35,Married with Kids,506122,call me now,Sales Executive,1
User370,+91-3149174115,user370@outlook.com,716,36–50,Married with Kids,377132,price too high,AccountantCivil Engineer,0
User371,+91-5781106919,user371@yahoo.com,467,51+,Married with Kids,258795,not interested,Lawyer,1
User372,+91-5175490902,user372@test.com,342,18–25,Single,658088,price too high,Sales Executive,1
User373,+91-2906828099,user373@yahoo.com,584,18–25,Single,258502,price too high,Doctor,0
User374,+91-5649067471,user374@yahoo.com,696,51+,Single,525751,interested,Teacher,1
User375,+91-8514411602,user375@gmail.com,311,26–35,Married with Kids,299548,urgent,Software Engineer,0
User376,+91-0466416538,user376@yahoo.com,601,18–25,Single,357653,need more info,Retired,1
User377,+91-1900118468,user377@test.com,552,51+,Married with Kids,973761,not urgent,Software Engineer,1
User378,+91-7611441427,user378@yahoo.com,798,51+,Married,676572,interested,Lawyer,1
User379,+91-5238783807,user379@test.com,334,36–50,Married,680520,interested,Sales Executive,1
User380,+91-5234451423,user380@outlook.com,389,18–25,Single,144420,budget approved,Retired,0
User381,+91-1505561419,user381@outlook.com,717,36–50,Married,924142,call me now,Lawyer,0
User382,+91-5912674316,user382@outlook.com,414,26–35,Married,565713,not interested,Business Owner,0
User383,+91-3508033866,user383@gmail.com,495,18–25,Married,716323,follow up next week,Business Owner,0
User384,+91-1313154804,user384@test.com,800,18–25,Single,533714,price too high,Sales Executive,0
User385,+91-2057269406,user385@gmail.com,792,51+,Married,917715,,Retired,0
User386,+91-7014530513,user386@gmail.com,374,18–25,Single,297241,price too high,Business Owner,0
User387,+91-6691142274,user387@test.com,712,26–35,Married with Kids,817817,budget approved,Doctor,1
User388,+91-6653894078,user388@yahoo.com,675,26–35,Married with Kids,349863,budget approved,Sales Executive,1
User389,+91-0626507644,user389@yahoo.com,719,18–25,Single,125968,price too high,Business Owner,0
User390,+91-8196949144,user390@outlook.com,576,51+,Single,162508,call me now,Business Owner,1
User391,+91-6343810779,user391@gmail.com,693,26–35,Married,860151,urgent,Sales Executive,1
User392,+91-9725974954,user392@yahoo.com,756,36–50,Married with Kids,818580,need more info,Doctor,1
User393,+91-8049300288,user393@outlook.com,491,26–35,Married,475579,need more info,Sales Executive,0
User394,+91-7422419920,user394@gmail.com,398,18–25,Married with Kids,185366,not urgent,Teacher,1
User395,+91-4983999551,user395@gmail.com,847,36–50,Married,630026,interested,Software Engineer,0
User396,+91-3048748234,user396@yahoo.com,395,18–25,Married,103098,call me now,Student,0
User397,+91-9543641174,user397@yahoo.com,489,18–25,Married with Kids,195424,follow up next week,Doctor,0
User398,+91-0917378150,user398@test.com,336,18–25,Married,828993,interested,Student,0
User399,+91-0660643386,user399@yahoo.com,668,51+,Married with Kids,702960,not urgent,Doctor,0
User400,+91-0834650201,user400@test.com,824,51+,Single,400388,not interested,Teacher,0
User401,+91-4661032432,user401@gmail.com,578,26–35,Married,763613,price too high,Student,0
User402,+91-7137606042,user402@yahoo.com,516,18–25,Married with Kids,940765,not urgent,Doctor,1
User403,+91-3617243367,user403@gmail.com,572,36–50,Married with Kids,225349,not interested,Student,0
User404,+91-1030965858,user404@outlook.com,361,36–50,Married,675257,price too high,Teacher,0
User405,+91-0022494083,user405@outlook.com,641,36–50,Married with Kids,715032,need more info,Lawyer,0
User406,+91-6970824555,user406@test.com,696,51+,Married,301495,need more info,Retired,1
User407,+91-0858719094,user407@yahoo.com,318,51+,Married,217286,follow up next week,Software Engineer,0
User408,+91-8723531407,user408@test.com,476,18–25,Single,175028,need more info,Teacher,1
User409,+91-0561552805,user409@yahoo.com,695,36–50,Single,921853,follow up next week,Teacher,1
User410,+91-3614193034,user410@test.com,744,36–50,Single,138575,interested,Retired,1
User411,+91-0260889898,user411@yahoo.com,532,51+,Married,627480,budget approved,AccountantCivil Engineer,1
User412,+91-8551028610,user412@outlook.com,375,51+,Married,735404,urgent,Lawyer,1
User413,+91-5525153779,user413@gmail.com,564,36–50,Married with Kids,548484,urgent,Lawyer,1
User414,+91-8302709714,user414@test.com,754,36–50,Single,705599,follow up next week,Business Owner,0
User415,+91-1957440258,user415@yahoo.com,683,26–35,Single,705069,,Doctor,1
User416,+91-6918262879,user416@gmail.com,805,51+,Married with Kids,660815,price too high,Retired,0
User417,+91-7570400294,user417@outlook.com,666,18–25,Single,676469,follow up next week,AccountantCivil Engineer,1
User418,+91-5052469990,user418@gmail.com,443,18–25,Single,715760,interested,Retired,1
User419,+91-9120961892,user419@test.com,368,36–50,Single,705507,call me now,Software Engineer,1
User420,+91-6256956951,user420@test.com,398,51+,Married with Kids,219783,interested,Student,1
User421,+91-4700136212,user421@gmail.com,695,18–25,Single,261554,not interested,Teacher,0
User422,+91-3582833263,user422@gmail.com,324,51+,Married,279300,price too high,Student,0
User423,+91-4214694604,user423@outlook.com,768,36–50,Single,707553,need more info,Lawyer,1
User424,+91-7553446849,user424@outlook.com,783,36–50,Married,150126,budget approved,Teacher,1
User425,+91-0150510291,user425@test.com,450,36–50,Single,906977,not interested,Teacher,0
User426,+91-8082731162,user426@outlook.com,443,51+,Married,155114,follow up next week,Sales Executive,0
User427,+91-4480721240,user427@yahoo.com,338,18–25,Single,455884,urgent,Doctor,1
User428,+91-6222859929,user428@outlook.com,408,26–35,Married,306422,,Doctor,1
User429,+91-1277010695,user429@yahoo.com,341,18–25,Married,813161,call me now,Retired,0
User430,+91-0145425101,user430@test.com,485,51+,Single,900322,call me now,AccountantCivil Engineer,0
User431,+91-5811967428,user431@test.com,697,18–25,Married with Kids,221284,interested,Business Owner,0
User432,+91-6301377264,user432@gmail.com,522,26–35,Single,414626,budget approved,AccountantCivil Engineer,0
User433,+91-6668160123,user433@test.com,432,18–25,Married with Kids,294469,call me now,Teacher,1
User434,+91-1662759146,user434@test.com,462,26–35,Married with Kids,242290,,Student,1
User435,+91-7099553072,user435@outlook.com,514,51+,Married with Kids,433735,interested,Retired,1
User436,+91-4482374936,user436@outlook.com,534,36–50,Married with Kids,712529,interested,Teacher,0
User437,+91-7640515363,user437@yahoo.com,308,26–35,Married with Kids,921154,need more info,Teacher,1
User438,+91-3628434737,user438@yahoo.com,373,51+,Married with Kids,935863,interested,Lawyer,0
User439,+91-3598090483,user439@gmail.com,791,36–50,Single,282615,price too high,Student,1
User440,+91-9746602893,user440@yahoo.com,552,26–35,Married,404144,not interested,AccountantCivil Engineer,0
User441,+91-4422588868,user441@outlook.com,529,36–50,Married,958407,follow up next week,AccountantCivil Engineer,1
User442,+91-7901784816,user442@yahoo.com,818,18–25,Single,655209,budget approved,Business Owner,0
User443,+91-9216794048,user443@gmail.com,473,51+,Single,985697,call me now,Lawyer,1
User444,+91-8623547545,user444@outlook.com,467,51+,Single,450891,,Retired,1
User445,+91-2929741386,user445@outlook.com,469,51+,Married with Kids,261686,follow up next week,Lawyer,0
User446,+91-1010556968,user446@yahoo.com,692,51+,Married with Kids,816549,call me now,Student,1
User447,+91-3140258986,user447@outlook.com,493,26–35,Married,641889,interested,Doctor,1
User448,+91-8381456016,user448@gmail.com,816,18–25,Single,717620,need more info,Sales Executive,1
User449,+91-4154418221,user449@gmail.com,328,36–50,Married,485398,call me now,Software Engineer,1
User450,+91-4945206925,user450@gmail.com,464,51+,Married,826903,,Business Owner,0
User451,+91-6828981612,user451@outlook.com,721,51+,Married with Kids,560828,not interested,Business Owner,1
User452,+91-3147653280,user452@yahoo.com,638,26–35,Married with Kids,481148,not urgent,Teacher,1
User453,+91-8598272337,user453@outlook.com,795,26–35,Married,859860,not urgent,AccountantCivil Engineer,0
User454,+91-0087930347,user454@yahoo.com,664,26–35,Married with Kids,390144,need more info,Lawyer,1
User455,+91-6476925612,user455@yahoo.com,641,18–25,Married with Kids,230439,call me now,Retired,0
User456,+91-6627901576,user456@test.com,799,36–50,Married with Kids,339691,need more info,Teacher,0
User457,+91-2656948499,user457@test.com,810,18–25,Married,219277,call me now,Doctor,0
User458,+91-3173395247,user458@test.com,626,51+,Married,392527,budget approved,Software Engineer,1
User459,+91-8770585194,user459@outlook.com,516,26–35,Married,242857,follow up next week,AccountantCivil Engineer,0
User460,+91-9989508156,user460@yahoo.com,600,51+,Single,665198,follow up next week,Doctor,1
